,Actor Name,Profit,Movies
4877,Bille Brown,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
4878,Arthur Angel,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
4879,Arabella Morton,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
4880,Rachel Blakely,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
4881,Steven Rooke,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
4882,David Bamber,"$415,579,741","The Bourne Identity,Valkyrie"
4883,Joe Kennard,"$415,484,914",Jason Bourne
4884,Amy De Bhrún,"$415,484,914",Jason Bourne
4885,Vinzenz Kiefer,"$415,484,914",Jason Bourne
4886,Stephen Kunken,"$415,484,914",Jason Bourne
4887,Ben Stylianou,"$415,484,914",Jason Bourne
4888,Kaya Yuzuki,"$415,484,914",Jason Bourne
4889,Matthew O'Neill,"$415,484,914",Jason Bourne
4890,Lizzie Phillips,"$415,484,914",Jason Bourne
4891,Paris Stangl,"$415,484,914",Jason Bourne
4892,Matt Blair,"$415,484,914",Jason Bourne
4893,Michelle Dockery,"$415,008,731","Non-Stop,Downton Abbey"
4894,Rila Fukushima,"$414,828,246",The Wolverine
4895,Svetlana Khodchenkova,"$414,828,246",The Wolverine
4896,Hal Yamanouchi,"$414,828,246",The Wolverine
4897,Nobutaka Aoyagi,"$414,828,246",The Wolverine
4898,Seiji Funamoto,"$414,828,246",The Wolverine
4899,Shinji Ikefuji,"$414,828,246",The Wolverine
4900,Qyoko Kudo,"$414,828,246",The Wolverine
4901,Nobuaki Kakuda,"$414,828,246",The Wolverine
4902,Chiharu Mizuno,"$414,828,246",The Wolverine
4903,Takao Kinoshita,"$414,828,246",The Wolverine
4904,Conrad Coleby,"$414,828,246",The Wolverine
4905,Taris Tyler,"$414,828,246",The Wolverine
4906,Sarah Naylor-Liddell,"$414,828,246",The Wolverine
4907,Samantha Womack,"$414,351,546",Kingsman: The Secret Service
4908,Jonno Davies,"$414,351,546",Kingsman: The Secret Service
4909,Adrian Quinton,"$414,351,546",Kingsman: The Secret Service
4910,Alex Nikolov,"$414,351,546",Kingsman: The Secret Service
4911,Jordan Long,"$414,351,546",Kingsman: The Secret Service
4912,Theo Barklem-Biggs,"$414,351,546",Kingsman: The Secret Service
4913,Morgan Watkins,"$414,351,546",Kingsman: The Secret Service
4914,Paul Kennington,"$414,351,546",Kingsman: The Secret Service
4915,Britt Robertson,"$414,071,487","Tomorrowland,A Dog's Purpose"
4916,Judith Scott,"$413,926,656","Flightplan,The Santa Clause"
4917,Forrest Landis,"$413,925,929","Flightplan,Cheaper by the Dozen"
4918,Josh Mostel,"$413,835,686","Big Daddy,City Slickers"
4919,Neil Brown Jr.,"$413,454,345","Battle Los Angeles,Straight Outta Compton"
4920,Chris Larkin,"$413,168,052","Master and Commander: The Far Side of the World,Valkyrie"
4921,Rick Dobran,"$413,106,170",Night at the Museum: Battle of the Smithsonian
4922,Randy Lee,"$413,106,170",Night at the Museum: Battle of the Smithsonian
4923,Darryl Quon,"$413,106,170","Night at the Museum: Battle of the Smithsonian,Crouching Tiger"
4924,Ann Magnuson,"$412,967,263","Clear and Present Danger,Panic Room"
4925,Clyde Kusatsu,"$412,480,172","American Pie,In the Line of Fire"
4926,Charlene Amoia,"$411,724,421","The Conjuring: The Devil Made Me Do It,Birds of Prey"
4927,Jerry Hall,"$411,569,241",Batman
4928,Lee Wallace,"$411,569,241",Batman
4929,Richard Strange,"$411,569,241",Batman
4930,Mac McDonald,"$411,569,241",Batman
4931,George Lane Cooper,"$411,569,241",Batman
4932,Terence Plummer,"$411,569,241",Batman
4933,John Sterland,"$411,569,241",Batman
4934,Edwin Craig,"$411,569,241",Batman
4935,Whitney Houston,"$411,046,449",The Bodyguard
4936,Gary Kemp,"$411,046,449",The Bodyguard
4937,Michele Lamar Richards,"$411,046,449",The Bodyguard
4938,Christopher Birt,"$411,046,449",The Bodyguard
4939,DeVaughn Nixon,"$411,046,449",The Bodyguard
4940,Joe Urla,"$411,046,449",The Bodyguard
4941,Charles Keating,"$411,046,449",The Bodyguard
4942,Debbie Reynolds,"$411,046,449",The Bodyguard
4943,Danny Kamin,"$411,046,449",The Bodyguard
4944,Bert Remsen,"$411,046,449",The Bodyguard
4945,Charlie Hunnam,"$411,002,906",Pacific Rim
4946,Heather Doerksen,"$411,002,906",Pacific Rim
4947,Larry Joe Campbell,"$411,002,906",Pacific Rim
4948,Santiago Segura,"$411,002,906",Pacific Rim
4949,Jane Watson,"$411,002,906",Pacific Rim
4950,Jung-Yul Kim,"$411,002,906",Pacific Rim
4951,Joshua Peace,"$411,002,906",Pacific Rim
4952,Mana Ashida,"$411,002,906",Pacific Rim
4953,Joe Pingue,"$411,002,906",Pacific Rim
4954,Edward Holcroft,"$410,902,662",Kingsman: The Golden Circle
4955,Hanna Alström,"$410,902,662",Kingsman: The Golden Circle
4956,Elton John,"$410,902,662",Kingsman: The Golden Circle
4957,Thomas Turgoose,"$410,902,662",Kingsman: The Golden Circle
4958,Calvin Demba,"$410,902,662",Kingsman: The Golden Circle
4959,Gordon Alexander,"$410,902,662",Kingsman: The Golden Circle
4960,Zach Woods,"$409,566,785","Ghostbusters,The Post"
4961,Adepero Oduye,"$409,333,362","Geostorm,12 Years a Slave"
4962,Neil deGrasse Tyson,"$408,754,975",Ice Age: Collision Course
4963,Jesse Tyler Ferguson,"$408,754,975",Ice Age: Collision Course
4964,Jessie J,"$408,754,975",Ice Age: Collision Course
4965,Melissa Rauch,"$408,754,975",Ice Age: Collision Course
4966,Michael Strahan,"$408,754,975",Ice Age: Collision Course
4967,Max Greenfield,"$408,754,975",Ice Age: Collision Course
4968,Halsey,"$408,732,707",Sing 2
4969,Spike Jonze,"$408,732,707",Sing 2
4970,Chelsea Peretti,"$408,732,707",Sing 2
4971,Bono,"$408,732,707",Sing 2
4972,Julia Davis,"$408,732,707",Sing 2
4973,Matt Bushell,"$408,430,415",Twilight
4974,Gregory Tyree Boyce,"$408,430,415",Twilight
4975,Trish Egan,"$408,430,415",Twilight
4976,Rory Culkin,"$408,247,917",Signs
4977,Patricia Kalember,"$408,247,917",Signs
4978,Ted Sutton,"$408,247,917",Signs
4979,Merritt Wever,"$408,247,917",Signs
4980,Marion McCorry,"$408,247,917",Signs
4981,Michael Showalter,"$408,247,917",Signs
4982,Rhonda Overby,"$408,247,917",Signs
4983,Clifford David,"$408,247,917",Signs
4984,Kevin Pires,"$408,247,917",Signs
4985,Paul L. Nolan,"$408,247,917",Signs
4986,Ukee Washington,"$408,247,917",Signs
4987,Angela Eckert,"$408,247,917",Signs
4988,Babita Hariani,"$408,247,917",Signs
4989,Mary-Louise Parker,"$408,202,685","Red Dragon,RED"
4990,Katie Stuart,"$407,711,549",X2: X-Men United
4991,James Kirk,"$407,711,549",X2: X-Men United
4992,Jill Teed,"$407,711,549",X2: X-Men United
4993,Alf Humphreys,"$407,711,549",X2: X-Men United
4994,Benito Martinez,"$406,623,206","Million Dollar Baby,Outbreak"
4995,Bridget Moynahan,"$405,740,726","Battle Los Angeles,The Sum of All Fears"
4996,Oliver Masucci,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
4997,Richard Coyle,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
4998,Maria Fernanda Cândido,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
4999,Poppy Corby-Tuech,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
5000,Victoria Yeates,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
5001,Aleksandr Kuznetsov,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
5002,Dave Wong,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
5003,Cara Mahoney,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
5004,Maja Bloom,"$405,161,334",Fantastic Beasts: The Secrets of Dumbledore
5005,Keean Johnson,"$404,980,543",Alita: Battle Angel
5006,Jeff Fahey,"$404,980,543",Alita: Battle Angel
5007,Idara Victor,"$404,980,543",Alita: Battle Angel
5008,Leonard Wu,"$404,980,543",Alita: Battle Angel
5009,Racer Rodriguez,"$404,980,543",Alita: Battle Angel
5010,Marko Zaror,"$404,980,543",Alita: Battle Angel
5011,Hugo Perez,"$404,980,543",Alita: Battle Angel
5012,Billy Blair,"$404,980,543",Alita: Battle Angel
5013,Kenny Wong,"$404,764,052","Raging Fire,Shock Wave 2"
5014,Shirley MacLaine,"$404,661,850","Valentine's Day,The Secret Life of Walter Mitty"
5015,Mare Winningham,"$404,618,682","Geostorm,Mirror Mirror"
5016,Renoly Santiago,"$403,531,635","Con Air,Dangerous Minds"
5017,Luke Ford,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5018,Isabella Leong,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5019,Anthony Wong,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5020,Russell Wong,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5021,Jessey Meng,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5022,Liang Tian,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5023,Albert Kwan,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5024,Wei Binghua,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5025,Jing Guo,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5026,Alison Louder,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5027,Marcia Nasatir,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5028,Emerald Starr,"$403,449,830",The Mummy: Tomb of the Dragon Emperor
5029,Logan Marshall-Green,"$403,354,469",Prometheus
5030,Kate Dickie,"$403,354,469",Prometheus
5031,Emun Elliott,"$403,354,469",Prometheus
5032,Ian Whyte,"$403,354,469",Prometheus
5033,Lucy Hutchinson,"$403,354,469",Prometheus
5034,Branwell Donaghey,"$403,354,469",Prometheus
5035,Vladimir Furdik,"$403,354,469",Prometheus
5036,Shane Steyn,"$403,354,469",Prometheus
5037,John Lebar,"$403,354,469",Prometheus
5038,Anil Biltoo,"$403,354,469",Prometheus
5039,Sam Shepard,"$403,344,261","Safe House,The Pelican Brief"
5040,Yue Yunpeng,"$402,699,768","A Little Red Flower,Jian Bing Man"
5041,Vivien Leigh,"$402,382,193",Gone with the Wind
5042,Clark Gable,"$402,382,193",Gone with the Wind
5043,Olivia de Havilland,"$402,382,193",Gone with the Wind
5044,Leslie Howard,"$402,382,193",Gone with the Wind
5045,Hattie McDaniel,"$402,382,193",Gone with the Wind
5046,Thomas Mitchell,"$402,382,193",Gone with the Wind
5047,Barbara O'Neil,"$402,382,193",Gone with the Wind
5048,Evelyn Keyes,"$402,382,193",Gone with the Wind
5049,Ann Rutherford,"$402,382,193",Gone with the Wind
5050,George Reeves,"$402,382,193",Gone with the Wind
5051,Fred Crane,"$402,382,193",Gone with the Wind
5052,Oscar Polk,"$402,382,193",Gone with the Wind
5053,Butterfly McQueen,"$402,382,193",Gone with the Wind
5054,Victor Jory,"$402,382,193",Gone with the Wind
5055,Everett Brown,"$402,382,193",Gone with the Wind
5056,Howard Hickman,"$402,382,193",Gone with the Wind
5057,Alicia Rhett,"$402,382,193",Gone with the Wind
5058,Rand Brooks,"$402,382,193",Gone with the Wind
5059,Carroll Nye,"$402,382,193",Gone with the Wind
5060,Laura Hope Crews,"$402,382,193",Gone with the Wind
5061,Alexa Davies,"$402,264,843",Mamma Mia! Here We Go Again
5062,Jessica Keenan Wynn,"$402,264,843",Mamma Mia! Here We Go Again
5063,Hugh Skinner,"$402,264,843",Mamma Mia! Here We Go Again
5064,Josh Dylan,"$402,264,843",Mamma Mia! Here We Go Again
5065,Gerard Monaco,"$402,264,843",Mamma Mia! Here We Go Again
5066,Anna Antoniades,"$402,264,843",Mamma Mia! Here We Go Again
5067,Panos Mouzourakis,"$402,264,843",Mamma Mia! Here We Go Again
5068,Maria Vacratsis,"$402,264,843",Mamma Mia! Here We Go Again
5069,Sasha Alexander,"$402,107,795","Yes Man,He's Just Not That Into You"
5070,Lauren Ridloff,"$402,064,899",Eternals
5071,Lia McHugh,"$402,064,899",Eternals
5072,Ma Dong-seok,"$402,064,899",Eternals
5073,Harish Patel,"$402,064,899",Eternals
5074,Haaz Sleiman,"$402,064,899",Eternals
5075,Esai Daniel Cross,"$402,064,899",Eternals
5076,Alan Scott,"$402,064,899",Eternals
5077,Hannah Dodd,"$402,064,899",Eternals
5078,Adria Escudero,"$402,064,899",Eternals
5079,Sebastián Viveros,"$402,064,899",Eternals
5080,Shemar Moore,"$401,872,904",Sonic the Hedgehog 2
5081,Colleen O'Shaughnessey,"$401,872,904",Sonic the Hedgehog 2
5082,Brad Kalilimoku,"$401,872,904",Sonic the Hedgehog 2
5083,Krista Alvarez,"$401,872,904",Sonic the Hedgehog 2
5084,Donna Jay Fulks,"$401,872,904",Sonic the Hedgehog 2
5085,Scott Patey,"$401,872,904",Sonic the Hedgehog 2
5086,Leif Havdale,"$401,872,904",Sonic the Hedgehog 2
5087,Johnson Phan,"$401,872,904",Sonic the Hedgehog 2
5088,Colby Chartrand,"$401,872,904",Sonic the Hedgehog 2
5089,Kevin Fortin,"$401,872,904",Sonic the Hedgehog 2
5090,Adam Scott,"$401,853,264","The Aviator,The Secret Life of Walter Mitty"
5091,Stephen McKinley Henderson,"$401,847,900",Dune
5092,Chang Chen,"$401,847,900",Dune
5093,Babs Olusanmokun,"$401,847,900",Dune
5094,Golda Rosheuvel,"$401,847,900",Dune
5095,Benjamin Clémentine,"$401,847,900",Dune
5096,Souad Faress,"$401,847,900",Dune
5097,Seun Shote,"$401,847,900",Dune
5098,Sophia Ali,"$401,748,820",Uncharted
5099,Rudy Pankow,"$401,748,820",Uncharted
5100,Tiernan Jones,"$401,748,820",Uncharted
5101,Pingi Moli,"$401,748,820",Uncharted
5102,Jesús Evita,"$401,748,820",Uncharted
5103,Georgia Goodman,"$401,748,820",Uncharted
5104,Joseph Balderrama,"$401,748,820",Uncharted
5105,Serena Posadino,"$401,748,820",Uncharted
5106,Alana Boden,"$401,748,820",Uncharted
5107,Jonathan Failla,"$401,748,820",Uncharted
5108,Peter Seaton-Clark,"$401,748,820",Uncharted
5109,Robert Maaser,"$401,748,820",Uncharted
5110,Jay Patterson,"$400,769,870","Teenage Mutant Ninja Turtles,City of Angels"
5111,Jake Weber,"$400,634,793","White House Down,The Pelican Brief"
5112,Brendan Coyle,"$400,513,317","Me Before You,Downton Abbey"
5113,Gabrielle Rose,"$400,279,230","A Dog's Purpose,The BFG"
5114,Bruce Boxleitner,"$400,063,852",TRON: Legacy
5115,Serinda Swan,"$400,063,852",TRON: Legacy
5116,Amy Esterle,"$400,063,852",TRON: Legacy
5117,Owen Best,"$400,063,852",TRON: Legacy
5118,Brandon Jay McLaren,"$400,063,852",TRON: Legacy
5119,Michael Teigen,"$400,063,852",TRON: Legacy
5120,Ron Selmour,"$400,063,852",TRON: Legacy
5121,Conrad Coates,"$400,063,852",TRON: Legacy
5122,Kis Yurij,"$400,063,852",TRON: Legacy
5123,Darren Dolynski,"$400,063,852",TRON: Legacy
5124,Michelle Krusiec,"$399,997,986","What Happens in Vegas,Sweet Home Alabama"
5125,Simon Rex,"$398,935,837","Scary Movie 3,Scary Movie 4"
5126,Leslie Nielsen,"$398,935,837","Scary Movie 3,Scary Movie 4"
5127,Jennifer Love Hewitt,"$398,875,380","Garfield,Tropic Thunder"
5128,Jonathan Rhys Meyers,"$398,479,497",Mission: Impossible III
5129,Bahar Soomekh,"$398,479,497",Mission: Impossible III
5130,Jeff Chase,"$398,479,497",Mission: Impossible III
5131,Bellamy Young,"$398,479,497",Mission: Impossible III
5132,Paul Keeley,"$398,479,497",Mission: Impossible III
5133,Jane Daly,"$398,479,497",Mission: Impossible III
5134,Sabra Williams,"$398,479,497",Mission: Impossible III
5135,Mike Vogel,"$398,313,929","The Help,Poseidon"
5136,Zhou Dongyu,"$398,238,976","Us and Them,Breakup Buddies"
5137,Liu Haocun,"$397,325,565","A Little Red Flower,Cliff Walkers"
5138,Jacek Koman,"$396,722,831","Australia,Moulin Rouge!"
5139,Lily Cole,"$396,592,829",Snow White and the Huntsman
5140,Rachael Stirling,"$396,592,829",Snow White and the Huntsman
5141,Hattie Gotobed,"$396,592,829",Snow White and the Huntsman
5142,Johnny Harris,"$396,592,829",Snow White and the Huntsman
5143,Liberty Ross,"$396,592,829",Snow White and the Huntsman
5144,Chris Obi,"$396,592,829",Snow White and the Huntsman
5145,Olivia Newton-John,"$396,271,103",Grease
5146,Jeff Conaway,"$396,271,103",Grease
5147,Barry Pearl,"$396,271,103",Grease
5148,Michael Tucci,"$396,271,103",Grease
5149,Kelly Ward,"$396,271,103",Grease
5150,Didi Conn,"$396,271,103",Grease
5151,Jamie Donnelly,"$396,271,103",Grease
5152,Dinah Manoff,"$396,271,103",Grease
5153,Eve Arden,"$396,271,103",Grease
5154,Frankie Avalon,"$396,271,103",Grease
5155,Joan Blondell,"$396,271,103",Grease
5156,Edd Byrnes,"$396,271,103",Grease
5157,Sid Caesar,"$396,271,103",Grease
5158,Alice Ghostley,"$396,271,103",Grease
5159,Dody Goodman,"$396,271,103",Grease
5160,Susan Buckner,"$396,271,103",Grease
5161,Lorenzo Lamas,"$396,271,103",Grease
5162,Fannie Flagg,"$396,271,103",Grease
5163,James D'Arcy,"$395,510,258","Master and Commander: The Far Side of the World,Jupiter Ascending"
5164,Elizabeth Wilson,"$395,287,635","The Addams Family,The Addams Family"
5165,Judith Malina,"$395,287,635","The Addams Family,The Addams Family"
5166,Paul Benedict,"$395,287,635","The Addams Family,The Addams Family"
5167,Christopher Hart,"$395,287,635","The Addams Family,The Addams Family"
5168,John Franklin,"$395,287,635","The Addams Family,The Addams Family"
5169,Tony Azito,"$395,287,635","The Addams Family,The Addams Family"
5170,Mercedes McNab,"$395,287,635","The Addams Family,The Addams Family"
5171,Douglas Brian Martin,"$395,287,635","The Addams Family,The Addams Family"
5172,Steven M. Martin,"$395,287,635","The Addams Family,The Addams Family"
5173,Maureen Sue Levin,"$395,287,635","The Addams Family,The Addams Family"
5174,Darlene Levin,"$395,287,635","The Addams Family,The Addams Family"
5175,Allegra Kent,"$395,287,635","The Addams Family,The Addams Family"
5176,Singh Hartihan Bitto,"$395,238,773","Raging Fire,The White Storm 2: Drug Lords"
5177,Chrissie Chau,"$395,033,563","Journey to the West,The White Storm 2: Drug Lords"
5178,Erik von Detten,"$394,436,586",Toy Story
5179,Sarah Freeman,"$394,436,586",Toy Story
5180,Penn Jillette,"$394,436,586",Toy Story
5181,Spencer Aste,"$394,436,586",Toy Story
5182,Greg Berg,"$394,436,586",Toy Story
5183,Lisa Bradley,"$394,436,586",Toy Story
5184,Kendall Cunningham,"$394,436,586",Toy Story
5185,Cody Dorkin,"$394,436,586",Toy Story
5186,Juliette Lewis,"$394,072,793","Due Date,Cape Fear"
5187,Wendell Pierce,"$393,774,633","Horrible Bosses,Bad Moms"
5188,Alyson Stoner,"$393,711,047","Garfield,Cheaper by the Dozen"
5189,Alden Ehrenreich,"$392,924,807",Solo: A Star Wars Story
5190,Phoebe Waller-Bridge,"$392,924,807",Solo: A Star Wars Story
5191,Erin Kellyman,"$392,924,807",Solo: A Star Wars Story
5192,Ian Kenny,"$392,924,807",Solo: A Star Wars Story
5193,Anna Francolini,"$392,924,807",Solo: A Star Wars Story
5194,Andrew Woodall,"$392,924,807",Solo: A Star Wars Story
5195,Shaquille Ali-Yebuah,"$392,924,807",Solo: A Star Wars Story
5196,Eben Figueiredo,"$392,924,807",Solo: A Star Wars Story
5197,Aaron Heffernan,"$392,924,807",Solo: A Star Wars Story
5198,Hal Fowler,"$392,924,807",Solo: A Star Wars Story
5199,Jon Cryer,"$392,876,988","Due Date,Hot Shots!"
5200,Liam Aiken,"$392,469,713","A Series of Unfortunate Events,Road to Perdition"
5201,Jean Dujardin,"$392,001,683","The Wolf of Wall Street,117"
5202,Ethan Suplee,"$392,000,694",The Wolf of Wall Street
5203,Brian Sacca,"$392,000,694",The Wolf of Wall Street
5204,Henry Zebrowski,"$392,000,694",The Wolf of Wall Street
5205,Cristin Milioti,"$392,000,694",The Wolf of Wall Street
5206,Christine Ebersole,"$392,000,694",The Wolf of Wall Street
5207,Aya Cash,"$392,000,694",The Wolf of Wall Street
5208,Mark Gatiss,"$391,881,468","Christopher Robin,Wallace & Gromit: The Curse of the Were-Rabbit"
5209,Terry O'Neill,"$391,669,600","Entrapment,The League of Extraordinary Gentlemen"
5210,Roger Ashton-Griffiths,"$391,516,881","Christopher Robin,Gangs of New York"
5211,Brandon Routh,"$391,081,192",Superman Returns
5212,Eva Marie Saint,"$391,081,192",Superman Returns
5213,Kal Penn,"$391,081,192",Superman Returns
5214,Tristan Lake Leabu,"$391,081,192",Superman Returns
5215,David Fabrizio,"$391,081,192",Superman Returns
5216,Ian Roberts,"$391,081,192",Superman Returns
5217,Vincent Stone,"$391,081,192",Superman Returns
5218,Jack Larson,"$391,081,192",Superman Returns
5219,Noel Neill,"$391,081,192",Superman Returns
5220,Keegan Joyce,"$391,081,192",Superman Returns
5221,Jordana Beatty,"$391,081,192",Superman Returns
5222,Rob Flanagan,"$391,081,192",Superman Returns
5223,Stephan Bender,"$391,081,192",Superman Returns
5224,Ashlie Atkinson,"$390,597,607","Eat Pray Love,Inside Man"
5225,Christopher Nicholas Smith,"$390,550,122","Paranormal Activity 3,Storks"
5226,Philip Keung,"$390,523,805","Shock Wave 2,Sheep Without a Shepherd"
5227,Michael Wincott,"$390,493,908",Robin Hood: Prince of Thieves
5228,Nick Brimble,"$390,493,908",Robin Hood: Prince of Thieves
5229,Soo Drouet,"$390,493,908",Robin Hood: Prince of Thieves
5230,Daniel Newman,"$390,493,908",Robin Hood: Prince of Thieves
